-32.4631256079, 28.1546487324, 0.0000000000
-32.4631256079, 28.1546487324, 0.0000000000
-32.6460452881, 28.0317541611, 0.0000000000
-32.6460452881, 28.0317541611, 0.0000000000
-33.0069429691, 27.7816645957, 0.0000000000
-33.0069429691, 27.7816645957, 0.0000000000
-33.1969046296, 27.6458836452, 0.0000000000
-33.1969046296, 27.6458836452, 0.0000000000
-33.6173771653, 27.3348897513, 0.0000000000
-33.6173771653, 27.3348897513, 0.0000000000
-34.2643534061, 26.8271591400, 0.0000000000
-34.2643534061, 26.8271591400, 0.0000000000
-34.5849529381, 26.5618396301, 0.0000000000
-34.5849529381, 26.5618396301, 0.0000000000
-35.3313779190, 25.9066916783, 0.0000000000
-35.3313779190, 25.9066916783, 0.0000000000
-35.8676951155, 25.4015602810, 0.0000000000
-35.8676951155, 25.4015602810, 0.0000000000
-36.2853557009, 24.9867973271, 0.0000000000
-36.2853557009, 24.9867973271, 0.0000000000
-36.8945850964, 24.3457022443, 0.0000000000
-36.8945850964, 24.3457022443, 0.0000000000
-37.4086978418, 23.7686946573, 0.0000000000
-37.4086978418, 23.7686946573, 0.0000000000
-37.6236881711, 23.5169000817, 0.0000000000
-37.6236881711, 23.5169000817, 0.0000000000
-37.8381025405, 23.2592654177, 0.0000000000
-37.8381025405, 23.2592654177, 0.0000000000
-38.0142722845, 23.0425325855, 0.0000000000
-38.0142722845, 23.0425325855, 0.0000000000
-38.2271160907, 22.7743653022, 0.0000000000
-38.2271160907, 22.7743653022, 0.0000000000
-38.4388087432, 22.5005154316, 0.0000000000
-38.4388087432, 22.5005154316, 0.0000000000
-38.6491419407, 22.2210649998, 0.0000000000
-38.6491419407, 22.2210649998, 0.0000000000
-38.7534419694, 22.0796666580, 0.0000000000
-38.7534419694, 22.0796666580, 0.0000000000
-38.9613451550, 21.7920077164, 0.0000000000
-38.9613451550, 21.7920077164, 0.0000000000
-39.4226157001, 21.1244361219, 0.0000000000
-39.4226157001, 21.1244361219, 0.0000000000
-39.6236215150, 20.8199310511, 0.0000000000
-39.6236215150, 20.8199310511, 0.0000000000
-39.9615847174, 20.2876165635, 0.0000000000
-39.9615847174, 20.2876165635, 0.0000000000
-40.4426227955, 19.4813447955, 0.0000000000
-40.4426227955, 19.4813447955, 0.0000000000
-40.6280494293, 19.1536013097, 0.0000000000
-40.6280494293, 19.1536013097, 0.0000000000
-40.9258989151, 18.6050784770, 0.0000000000
-40.9258989151, 18.6050784770, 0.0000000000
-41.1881770579, 18.0972768501, 0.0000000000
-41.1881770579, 18.0972768501, 0.0000000000
-41.2733259173, 17.9269681292, 0.0000000000
-41.2733259173, 17.9269681292, 0.0000000000
-41.5231123015, 17.4105159434, 0.0000000000
-41.5231123015, 17.4105159434, 0.0000000000
